구분,일정 시작일,일정 종료일,일정제목,작성일
1562,2021-03-05,2021-03-05,해외 온라인 오픈마켓 입점사업 참가기업 모집,2021-02-23
1563,2021-03-05,2021-03-05,1차 연구소기업 등록요건 위원,2021-02-23
1564,2021-03-03,2021-03-04,연구소기업 온라인 역량강화교육,2021-02-23
1565,2021-03-03,2021-03-03,강소특구 관리계획 수립 용역 지역 의견청취 진행,2021-02-23
1566,2021-03-10,2021-03-10,제4차 특구육성종합계획 공청회 개최,2021-03-03
1567,2021-03-08,2021-03-08,과학벨트 사업체계 개선 연구용역 추진점검회의,2021-03-03
1568,2021-03-09,2021-03-09,과학벨트 외투지역 관리위수탁 체결 및 입주승인,2021-03-03
1569,2021-03-11,2021-03-11,'19년 BM연계 기술이전사업화 1단계 종료과제 정산결과 통보 및 이의신청 접수마감,2021-03-03
1570,2021-03-11,2021-03-11,ETRI 융합기술연구생산센터 성과활용평가위원회,2021-03-03
1571,2021-03-11,2021-03-11,부산특구 연구소기업 성장지원 사업 Track2 최종평가,2021-03-03
1572,2021-03-12,2021-03-12,연구소기업 전문위원회 개최,2021-03-03
1573,2021-03-11,2021-03-11,나주 강소연구개발특구 비전선포식(3/11),2021-03-03
1574,2021-03-12,2021-03-12,'20년 강소특구(6개 특구) 특화수단 사업 최종평가,2021-03-03
1575,2021-03-17,2021-03-17,대구특구 온라인 사업설명회,2021-03-10
1576,2021-03-19,2021-03-19,"‘20년 부산특구 육성사업(연구소기업 발굴기획, R&BD 기술찾기, 연구소기업 사전기획) 최종평가",2021-03-10
1577,2021-03-19,2021-03-19,강소특구 사업·운영·관리지침 제정 연구용역 결과평가,2021-03-10
1578,2021-03-24,2021-03-24,대구특구 온라인 사업설명회,2021-03-17
1579,2021-03-25,2021-03-25,’21년 국방기술 민수사업화 기술이전 공동설명회,2021-03-17
1580,2021-03-24,2021-03-24,‘20년 혁신주체네트워크 기술금융분과위원회,2021-03-17
1581,2021-03-23,2021-03-23,`21년 강소특구 특화수단사업 사업계획서 검토위원회,2021-03-17
1582,2021-03-31,2021-03-31,대덕특구 엑셀러레이팅지원사업 공동데모데이 개최,2021-03-23
1583,2021-03-31,2021-03-31,특구별 지방비 출연 협약체결,2021-03-23
1584,2021-04-07,2021-04-07,제86회 임시이사회,2021-04-01
1585,2021-04-05,2021-04-05,’20년 과학벨트 지원사업 신규 과제 모집 신청접수,2021-04-01
1586,2021-04-09,2021-04-09,청주 기능지구 액셀러레이팅사업 온라인 투자상담회,2021-04-01
1587,2021-04-05,2021-04-05,대구특구 2차 연구소기업 취소청문회,2021-04-01
1588,2021-04-06,2021-04-06,강소특구 육성사업 설명회(경북 포항),2021-04-01
1589,2021-04-06,2021-04-06,'21년 강소특구 지방비 출연 및 특화수단 사업 협약체결,2021-04-01
1590,2021-04-07,2021-04-07,강소특구 육성사업 설명회(경남 김해),2021-04-01
1591,2021-04-14,2021-04-16,제24차 과학벨트 입주기관심의회,2021-04-07
1592,2021-04-15,2021-04-15,천안 액셀러레이팅사업 온라인 데모데이 개최,2021-04-07
1593,2021-04-14,2021-04-14, 4월 대덕열린포럼,2021-04-07
1594,2021-04-14,2021-04-14,네이버-네이버클라우드-대구은행 업무협약,2021-04-07
1595,2021-04-12,2021-04-16,'21년 강소특구 지방비 출연 협약체결,2021-04-07
1596,2021-04-19,2021-04-19,탄소중립 혁신R&D 신규사업 기획회의 참석,2021-04-14
1597,2021-04-22,2021-04-22,기재부 `22년 예산 관련 사업설명 참석,2021-04-14
1598,2021-04-19,2021-04-19,대구특구 연구소기업 200호 전달식,2021-04-14
1599,2021-04-19,2021-04-19,홍릉특구 관계기관 협의 및 사업화기술발굴 지원사업 최종보고회,2021-04-14
1600,2021-04-21,2021-04-21,연구소기업 전문위원회 개최,2021-04-14
1601,2021-04-22,2021-04-22,울주 강소특구 비전선포식,2021-04-14
1602,2021-04-22,2021-04-22,연구소기업 전문위원회 개최,2021-04-14
1603,2021-04-20,2021-04-26,강소특구 관리계획 수립 용역 관계기관 의견청취,2021-04-20
1604,2021-04-30,2021-04-30,'20년 액셀러레이팅 지원사업 최종보고서 접수,2021-04-20
1605,2021-04-30,2021-04-30,'20년 신규 강소특구 사업화 기술발굴 지원사업 최종평가,2021-04-20
1606,2021-04-29,2021-04-29,’21년 BM연계 R&BD사업 신규과제 접수 마감,2021-04-20
1607,2021-05-10,2021-05-10, `22년 특구육성사업 예산 투자국 전문위 설명회,2021-05-07
1608,2021-05-10,2021-05-11,제25차 과학벨트 입주기관심의회,2021-05-07
1609,2021-05-10,2021-05-14,‘22년 과학벨트 사업관련 예산전문위원회 예산설명,2021-05-07
1610,2021-05-12,2021-05-12,’20년 과학벨트사업 최종평가,2021-05-07
1611,2021-05-13,2021-05-13,'19년 산학연계 인력양성지원사업 최종평가,2021-05-07
1612,2021-05-13,2021-05-13,양방향 기술수요 발굴 및 연계사업 '20년 최종평가 및 ’21년 선정평가,2021-05-07
1613,2021-05-14,2021-05-14,'19년 창업성장지원사업 최종평가,2021-05-07
1614,2021-05-10,2021-05-14,'21년 기술사업화역량강화 사업 통합평가,2021-05-07
1615,2021-05-12,2021-05-13,'21년 강소 지역전담 액셀러레이팅 지원사업 선정평가,2021-05-07
1616,2021-05-14,2021-05-14,`20년 지정 강소특구 관리계획 수립 용역 결과보고,2021-05-07
1617,2021-05-17,2021-05-17,’21년 과학벨트 액셀러레이팅사업 선정평가,2021-05-11
1618,2021-05-20,2021-05-20,’21년 과학벨트 창업성장지원사업 선정평가,2021-05-11
1619,2021-05-21,2021-05-21,’21년 과학벨트 해외 전자상거래 입점지원사업 선정평가,2021-05-11
1620,2021-05-21,2021-05-21,’21년 과학벨트 온라인 유통채널 입점지원사업 선정평가,2021-05-11
1621,2021-05-17,2021-05-20,`21년 강소특구R&BD과제 통합평가,2021-05-11
1622,2021-05-20,2021-05-20,울주 강소특구 비전선포식,2021-05-11
1623,2021-05-26,2021-05-26, ’21년 과학벨트 기업후속성장지원사업 선정평가,2021-05-18
1624,2021-05-28,2021-05-28, ’21년 과학벨트 BM연계 R&BD사업 선정평가,2021-05-18
1625,2021-05-27,2021-05-27,대구특구 여성창업포럼,2021-05-18
1626,2021-05-25,2021-05-25,제2차 미음R&D허브단지 입주기관 협의회,2021-05-18
1627,2021-05-27,2021-05-27,제2차 동남권 혁신기관 교류회(창원 전기연),2021-05-18
1628,2021-05-24,2021-05-24,`21년 강소특구R&BD 통합평가 총괄위원회,2021-05-18
1629,2021-05-28,2021-05-28,`21년 총괄·지역전담  AC사업 선정 평가,2021-05-18
1630,2021-06-02,2021-06-02,제1회 연구개발특구 기술사업화추진위원회,2021-05-25
1631,2021-06-04,2021-06-04,기관장 경영성과 협약체결,2021-05-25
1632,2021-06-03,2021-06-03,과학벨트 비즈커넥트센터(BCC) 입주기업 선정평가,2021-05-25
1633,2021-06-04,2021-06-04,과학벨트 연구회 사업 선정평가,2021-05-25
1634,2021-06-03,2021-06-03,특구재단-SK건설 상생 오픈플랫폼 자상한 기업 협약식 ,2021-05-25
1635,2021-06-07,2021-06-07,‘특구개념 재정립’ 연구용역 RFP 전문위-자문회의 개최,2021-06-04
1636,2021-06-11,2021-06-11,'특구개념 재정립‘ 연구용역 추진계획 확정,2021-06-04
1637,2021-06-11,2021-06-11,'21년 제1차 과학벨트 입주기관 협의회,2021-06-04
1638,2021-06-07,2021-06-11,`21년 기술이전R&BD 결과통보 및 협약체결 일정 알림,2021-06-04
1639,2021-06-23,2021-06-23,과학벨트 관리기본계획 최종평가,2021-06-18
1640,2021-06-24,2021-06-24,비즈커넥트센터 공동행사 개최,2021-06-18
1641,2021-06-25,2021-06-25,공동연구법인 설립 및    운영지원사업 경상기술료 납부 관련 현장자문,2021-06-18
1642,2021-06-21,2021-06-21,21년 첨단기술기업 컨설팅 지원사업 선정결과 통보,2021-06-18
1643,2021-06-22,2021-06-22,6월 대덕열린포럼 개최,2021-06-18
1644,2021-06-24,2021-06-24,21년 광주특구(첨단 3지구) 개발관리TF 4차 회의개최,2021-06-18
1645,2021-06-25,2021-06-25,21년 뻔뻔한투자유치 IR,2021-06-18
1646,2021-06-22,2021-06-22,군산 강소특구 비전선포식 개최,2021-06-18
1647,2021-06-30,2021-06-30,과학벨트 해외 전자상거래 입점지원사업 착수보고,2021-06-24
1648,2021-07-02,2021-07-02,기업후속성장지원사업 정부출연금 지급,2021-06-24
1649,2021-06-29,2021-06-29,21년 광주특구 상반기 공동 기술이전설명회 개최,2021-06-24
1650,2021-06-30,2021-06-30,IT여성기업인협회 호남지회 출범식,2021-06-24
1651,2021-06-30,2021-06-30,`21년 R&BD 선정과제 대상 사업운영관리 사전설명회,2021-06-24
1652,2021-06-30,2021-06-30,‘20년 지정 강소특구 관리계획 수립(안) 최종 협의,2021-06-24
1653,2021-07-08,2021-07-08,'21년 산학연계 인력양성 사업 착수회 개최,2021-07-05
1654,2021-07-06,2021-07-06,21년 첨단기술기업 컨설팅 및 성과조사 분석사업 착수회,2021-07-05
1655,2021-07-06,2021-07-06,광주특구 수요DB구축 워크샵,2021-07-05
1656,2021-07-09,2021-07-09,‘착한셔틀 플랫폼’ 사업 희망기업 수요조사 실시,2021-07-05
1657,2021-07-09,2021-07-09,`19년 지정 강소특구 관리계획 변경 수립 용역공고,2021-07-05
1658,2021-07-15,2021-07-15,특구재단-자회사 경영/사업 통합협의체 개최,2021-07-07
1659,2021-07-13,2021-07-13,BM연계 기술이전사업화 지원사업 종료과제 기술실시계약체결,2021-07-07
1660,2021-07-14,2021-07-14,BCC 공동 온라인 매출 활성화 행사 개최,2021-07-07
1661,2021-07-12,2021-07-12,위기극복 맞춤형 지원사업 최종평가,2021-07-07
1662,2021-07-13,2021-07-13,‘20년도 기술사업화역량강화 사업 최종평가,2021-07-07
1663,2021-07-14,2021-07-14,뻔뻔한 크라우드펀딩대회,2021-07-07
1664,2021-07-14,2021-07-14,7월 지역혁신포럼 참가,2021-07-07
1665,2021-07-15,2021-07-15,착한셔틀플랫폼사업 설명회,2021-07-07
1666,2021-07-19,2021-07-19,2021년 과학벨트 액셀러레이팅 사업 착수회,2021-07-15
1667,2021-07-21,2021-07-21,해외 전자상거래 입점사업 성과공유회,2021-07-15
1668,2021-07-23,2021-07-23,2021년 산학연계 인력양성 사업 착수회,2021-07-15
1669,2021-07-19,2021-07-20,지역혁신 네트워크 분과(위),2021-07-15
1670,2021-07-28,2021-07-28,특구개념 재정립 및 제도개선 연구용역 수행기관 선정평가,2021-07-22
1671,2021-07-27,2021-07-27,해외 전자상거래 입점사업 설명회,2021-07-22
1672,2021-07-29,2021-07-29,공동연구법인 종료과제 경상기술료 납부계획에 따른 실태조사 및 전문가 자문,2021-07-22
1673,2021-07-27,2021-07-27,'20년 강소특구 기술이전사업화 사업 최종평가,2021-07-22
1674,2021-07-28,2021-07-28,뻔뻔한 크라우드펀딩대회 우수기업 홍보,2021-07-22
1675,2021-08-03,2021-08-03,과기부 1차관 연구소기업 청년대표 간담회,2021-07-30
1676,2021-08-09,2021-08-09,강소특구 연구소기업 전문위원회,2021-08-08
1677,2021-08-19,2021-08-19,연구소기업 전문위원회,2021-08-10
1678,2021-08-20,2021-08-20,강소특구 기술이전R&BD 평가전문위원,2021-08-10
1679,2021-08-24,2021-08-24,제88회 임시이사회 개최,2021-08-19
1680,2021-08-25,2021-08-25,과학벨트 지원센터 공공건축심의위원회 개최,2021-08-19
1681,2021-08-27,2021-08-27,‘20년 과학벨트 기획연구과제 협약변경,2021-08-19
1682,2021-08-23,2021-08-23,강소특구 연구소기업 전문위원회,2021-08-19
1683,2021-08-26,2021-08-26,연구소기업 전문위원회,2021-08-19
1684,2021-08-26,2021-08-26,수요자중심 기술사업화 통합플랫폼 회의,2021-08-19
1685,2021-09-02,2021-09-02,'20년 기업후속성장지원사업 최종평가,2021-08-27
1686,2021-09-03,2021-09-03,기술사업화 혁신포럼,2021-08-27
1687,2021-09-01,2021-09-01,재단 창립기념일,2021-08-27
1688,2021-09-02,2021-09-07,강소특구 기술이전R&BD 2차 신규과제 통합평가,2021-08-27
1689,2021-09-02,2021-09-02,연구소기업 전문위원회,2021-08-27
1690,2021-09-14,2021-09-16,'21년 과학벨트 온라인 유통   채널 입점지원 사업 교육,2021-09-09
1691,2021-09-16,2021-09-16,광주특구 10주년 육성사업 성과홍보,2021-09-09
1692,2021-10-08,2021-10-08,특구 미래 발전모델 수립 연구4차 전문가 회의 개최,2021-09-30
1693,2021-10-05,2021-10-05,과학벨트연구회 2분과 분과위원회,2021-09-30
1694,2021-10-06,2021-10-06,20년 해외 온라인 오픈마켓 입점사업 최종평가위원회,2021-09-30
1695,2021-10-06,2021-10-06,과학벨트연구회 1분과 분과위원회,2021-09-30
1696,2021-10-07,2021-10-07,'21년 세종 스타트업 위크 행사 개최 및 참가,2021-09-30
1697,2021-10-07,2021-10-07,과학벨트연구회 3분과 분과위원회,2021-09-30
1698,2021-10-08,2021-10-08,'21년  과학벨트 후속고도화 지원사업 선정평가,2021-09-30
1699,2021-10-07,2021-10-07,“대중소 과학기술 상생 플랫폼” 운영 MOU체결,2021-09-30
1700,2021-10-07,2021-10-07,전북특구본부 코로나 19 의료진 간식지원 사회공헌활동,2021-09-30
1701,2021-11-09,2021-11-09,과학벨트 유럽진출 예정기업-유럽 투자자 매칭 IR 실시,2021-11-03
1702,2021-11-11,2021-11-11,과학벨트 유통채널 진출 희망기업 대상 MD매칭 상담회 실시,2021-11-03
1703,2021-11-08,2021-11-08,강소특구 관리업무 위수탁협약 체결,2021-11-03
1704,2021-11-10,2021-11-10,강소특구 활성화 간담회,2021-11-03
1705,2021-11-11,2021-11-11,강소특구 미래 발전포럼,2021-11-03
1706,2021-11-15,2021-11-15, `21년 과학벨트 연구회 중간보고회 개최,2021-11-12
1707,2021-11-16,2021-11-16,`21년 과학벨트 후속고도화 지원사업 협약체결,2021-11-12
1708,2021-11-17,2021-11-17,메타버스 플랫폼 활용 과학벨트 기업 기술상담회 실시,2021-11-12
1709,2021-11-17,2021-11-17,과학벨트 연구회 사업 제2차 총괄위원회 개최,2021-11-12
1710,2021-11-19,2021-11-19,광주특구 지역혁신포럼,2021-11-12
1711,2021-11-15,2021-11-17,진주  항공우주산업 그랜드 네트워킹 심포지엄 2021,2021-11-12
1712,2021-11-17,2021-11-17,연구소기업 전문위원회,2021-11-12
1713,2021-11-17,2021-11-17,한국-베트남 기업투자협회 연계 동남아 시장진출을 위한 비즈매칭 데이,2021-11-12
1714,2021-11-18,2021-11-18,천안아산 강소특구 차세대 자동차부품 기술설명회,2021-11-12
1715,2021-11-19,2021-11-19,서울대병원·약대·화학연·한국유나이티드제약 연구소기업 설립 협정식,2021-11-12
1716,2021-12-08,2021-12-08,특구 미래발전모델 수립 연구 진행사항 점검회의,2021-12-06
1717,2021-12-10,2021-12-10,혁신클러스터학회 연계 특구재단 학술세미나 개최,2021-12-06
1718,2022-01-24,2022-01-24,2022 연구개발특구 신년인사회,2022-01-14
1719,2022-01-17,2022-01-17,`21년 과학벨트 연구회 사업 4차 분과위원최,2022-01-14
1720,2022-01-20,2022-01-20, '21년 과학벨트 유통채널 입점지원 사업 네이버라이브커머스,2022-01-14
1721,2022-01-27,2022-01-27,제6회 기술사업화 추진 위원회 개최,2022-01-20
1722,2022-01-25,2022-01-25,경북 포항 강소연구개발특구 현장방문,2022-01-20
1723,2022-01-27,2022-01-27,[네트워크] 부산특구 공공TLO 협의회(온라인),2022-01-20
1724,2022-01-27,2022-01-27,산학협력의 날 연계 강소특구 성과공유 및 연구소기업 교류회,2022-01-20
1725,2022-01-27,2022-01-27, '21년 기업후속성장 지원사업 정산결과 통보,2022-01-20
1726,2022-02-14,2022-02-14,구미특구 성과공유회,2022-02-09
1727,2022-02-14,2022-02-14," ‘20년 상반기 강소특구 기술이전사업화 과제(김해,진주,창원,포항) 기술실시계약체결",2022-02-09
1728,2022-02-24,2022-02-24, '21년 과학벨트 창업성장 지원사업 수행기관 데모데이,2022-02-22
1729,2022-02-22,2022-02-22,2022년 대구특구 기술사업화 포럼 개최,2022-02-22
1730,2022-02-23,2022-02-23,2022년 연구개발특구육성사업 사업 설명회(온라인),2022-02-22
1731,2022-02-22,2022-02-22,군산특구 성과공유회,2022-02-22
1732,2022-02-23,2022-02-23,울주특구 사업 수행기관 네트워킹·워크샵,2022-02-22
1733,2022-03-14,2022-03-14,`21년도 강소특구 연차평가 시행계획 설명회,2022-03-14
1734,2022-03-24,2022-03-24,과학벨트 청주 기능지구 연합데모데이 개최,2022-03-18
1735,2022-03-22,2022-03-22,'22년도 강소특구 사업설명회(나주),2022-03-18
1736,2022-03-31,2022-03-31,강소특구 특화수단 사업 협약 체결,2022-03-29
1737,2023-05-11,2023-05-11,연구소기업 성장지원 교육 개최,2023-05-04
1738,2024-02-20,2024-02-20,2024 이노폴리스캠퍼스 스타트업 데모데이 개최,2024-02-15
1739,2024-02-22,2024-02-22,2024년 대구연구개발특구 사업설명회,2024-02-15
